noun	verb	case	frequency
journal	nail	concrete	0
journal	scissor	concrete	0
journal	blinking	concrete	0
journal	rake	concrete	0
journal	firebomb	concrete	0
journal	handcuff	concrete	0
journal	paint	concrete	0
journal	leaves	concrete	0
journal	skating	concrete	0
journal	vomit	concrete	0
journal	piss	concrete	0
journal	slap	concrete	0
journal	buckle	concrete	0
journal	caulk	concrete	0
journal	sandbag	concrete	0
journal	whip	concrete	0
journal	eave	concrete	0
journal	smack	concrete	0
journal	snowshoe	concrete	0
journal	spout	concrete	0
journal	barge	concrete	0
journal	legging	concrete	0
journal	crochet	concrete	0
journal	sprout	concrete	0
journal	chisel	concrete	0
journal	meth	concrete	0
journal	seal	concrete	0
journal	stoop	concrete	0
journal	drool	concrete	0
journal	peel	concrete	0
journal	watch	concrete	0
journal	drawing	concrete	0
journal	puke	concrete	0
journal	sail	concrete	0
journal	stick	concrete	0
journal	skate	concrete	0
journal	shed	concrete	0
journal	brush	concrete	0
journal	step	concrete	0
journal	swing	concrete	0
journal	weep	concrete	0
journal	clamp	concrete	0
landing	insist	abstract	20
landing	require	abstract	15
landing	know	abstract	13
landing	improve	abstract	13
landing	expect	abstract	13
landing	need	abstract	10
landing	intend	abstract	10
landing	reduce	abstract	10
landing	affect	abstract	8
landing	enable	abstract	8
landing	prohibit	abstract	7
landing	ensure	abstract	6
landing	await	abstract	5
landing	depict	abstract	5
landing	define	abstract	5
landing	occur	abstract	4
landing	remain	abstract	4
landing	relate	abstract	4
landing	regulate	abstract	4
landing	become	abstract	3
landing	happen	abstract	3
landing	misjudge	abstract	3
landing	develop	abstract	3
landing	comprise	abstract	3
landing	impose	abstract	3
landing	want	abstract	3
landing	manage	abstract	3
landing	predict	abstract	3
landing	welcome	abstract	3
landing	commit	abstract	3
landing	suppose	abstract	2
landing	imagine	abstract	2
landing	believe	abstract	2
landing	consider	abstract	2
landing	seem	abstract	2
landing	approve	abstract	2
landing	forbid	abstract	2
landing	declare	abstract	2
landing	equalize	abstract	2
landing	forget	abstract	2
landing	engage	abstract	2
landing	conduct	abstract	2
landing	recall	abstract	2
landing	render	abstract	2
landing	hope	abstract	1
landing	preclude	abstract	1
landing	exceed	abstract	1
landing	conclude	abstract	1
landing	cope	abstract	1
landing	regain	abstract	1
landing	suggest	abstract	1
landing	afford	abstract	1
landing	compel	abstract	1
landing	prove	abstract	1
landing	convince	abstract	1
landing	depend	abstract	1
landing	decide	abstract	1
landing	qualify	abstract	1
landing	vary	abstract	1
landing	affirm	abstract	1
landing	endanger	abstract	1
landing	evolve	abstract	1
landing	explain	abstract	1
landing	advise	abstract	1
landing	succumb	abstract	1
landing	denote	abstract	1
landing	prolong	abstract	1
landing	misread	abstract	1
landing	inhibit	abstract	1
landing	solve	abstract	1
landing	dominate	abstract	1
landing	stay	abstract	1
landing	entrust	abstract	1
landing	would	abstract	0
landing	idealize	abstract	0
landing	zing	abstract	0
landing	avail	abstract	0
landing	could	abstract	0
landing	moralize	abstract	0
landing	deserved	abstract	0
landing	trusting	abstract	0
landing	belong	abstract	0
landing	ought	abstract	0
landing	prevail	abstract	0
landing	distrust	abstract	0
landing	justify	abstract	0
landing	accustom	abstract	0
landing	were	abstract	0
landing	assuming	abstract	0
landing	meant	abstract	0
landing	redefine	abstract	0
landing	acquaint	abstract	0
landing	imposing	abstract	0
landing	aspire	abstract	0
landing	should	abstract	0
landing	causing	abstract	0
landing	inspired	abstract	0
landing	behoove	abstract	0
landing	disown	abstract	0
landing	valued	abstract	0
landing	cover	concrete	34
landing	catch	concrete	31
landing	reach	concrete	26
landing	show	concrete	23
landing	build	concrete	18
landing	launch	concrete	15
landing	lead	concrete	14
landing	carry	concrete	12
landing	call	concrete	11
landing	jump	concrete	10
landing	watch	concrete	9
landing	raise	concrete	8
landing	tackle	concrete	7
landing	drop	concrete	7
landing	slip	concrete	7
landing	fall	concrete	7
landing	handle	concrete	6
landing	cross	concrete	5
landing	check	concrete	5
landing	kill	concrete	5
landing	touch	concrete	5
landing	break	concrete	5
landing	swing	concrete	4
landing	serve	concrete	4
landing	hang	concrete	4
landing	step	concrete	3
landing	stall	concrete	3
landing	roll	concrete	3
landing	stand	concrete	3
landing	explode	concrete	3
landing	visit	concrete	3
landing	bounce	concrete	3
landing	drive	concrete	3
landing	pick	concrete	3
landing	stick	concrete	2
landing	float	concrete	2
landing	strike	concrete	2
landing	walk	concrete	2
landing	rise	concrete	2
landing	dive	concrete	2
landing	draw	concrete	2
landing	shoot	concrete	2
landing	split	concrete	2
landing	drown	concrete	2
landing	lift	concrete	2
landing	stumble	concrete	2
landing	sweep	concrete	2
landing	nail	concrete	1
landing	screw	concrete	1
landing	paint	concrete	1
landing	barge	concrete	1
landing	lock	concrete	1
landing	sail	concrete	1
landing	ditch	concrete	1
landing	slide	concrete	1
landing	sleep	concrete	1
landing	swim	concrete	1
landing	blink	concrete	1
landing	wash	concrete	1
landing	escort	concrete	1
landing	crawl	concrete	1
landing	push	concrete	1
landing	skydive	concrete	1
landing	fight	concrete	1
landing	drag	concrete	1
landing	shout	concrete	1
landing	convict	concrete	1
landing	unlock	concrete	1
landing	repaint	concrete	1
landing	rattle	concrete	1
landing	shake	concrete	1
landing	spill	concrete	1
landing	talk	concrete	1
landing	throw	concrete	1
landing	collide	concrete	1
landing	beat	concrete	1
landing	flip	concrete	1
landing	seize	concrete	1
landing	shatter	concrete	1
landing	toss	concrete	1
landing	glide	concrete	1
landing	laminate	concrete	1
landing	bend	concrete	1
landing	crumple	concrete	1
landing	pack	concrete	1
landing	chuck	concrete	1
landing	haul	concrete	1
landing	sound	concrete	1
landing	carve	concrete	1
landing	comb	concrete	0
landing	tire	concrete	0
landing	smoke	concrete	0
landing	scissor	concrete	0
landing	blinking	concrete	0
landing	rake	concrete	0
landing	firebomb	concrete	0
landing	handcuff	concrete	0
landing	leaves	concrete	0
landing	skating	concrete	0
landing	vomit	concrete	0
lawyer	become	abstract	364
lawyer	qualify	abstract	201
lawyer	need	abstract	129
lawyer	enable	abstract	70
lawyer	comprise	abstract	66
lawyer	require	abstract	54
lawyer	know	abstract	53
lawyer	afford	abstract	35
lawyer	want	abstract	34
lawyer	advise	abstract	33
lawyer	expect	abstract	32
lawyer	ensure	abstract	27
lawyer	engage	abstract	25
lawyer	suggest	abstract	19
lawyer	educate	abstract	19
lawyer	believe	abstract	17
lawyer	consider	abstract	17
lawyer	develop	abstract	15
lawyer	approve	abstract	14
lawyer	blame	abstract	14
lawyer	manage	abstract	12
lawyer	trust	abstract	12
lawyer	hate	abstract	11
lawyer	affect	abstract	9
lawyer	consist	abstract	9
lawyer	hope	abstract	7
lawyer	intend	abstract	7
lawyer	seem	abstract	7
lawyer	confirm	abstract	7
lawyer	rely	abstract	6
lawyer	relate	abstract	6
lawyer	dominate	abstract	6
lawyer	happen	abstract	5
lawyer	convince	abstract	5
lawyer	explain	abstract	5
lawyer	enrich	abstract	5
lawyer	regulate	abstract	5
lawyer	conduct	abstract	5
lawyer	doubt	abstract	4
lawyer	incur	abstract	4
lawyer	motivate	abstract	4
lawyer	persuade	abstract	4
lawyer	insist	abstract	4
lawyer	imagine	abstract	3
lawyer	inspire	abstract	3
lawyer	assume	abstract	3
lawyer	mystify	abstract	3
lawyer	satisfy	abstract	3
lawyer	love	abstract	3
lawyer	welcome	abstract	3
lawyer	define	abstract	3
lawyer	distrust	abstract	2
lawyer	astonish	abstract	2
lawyer	dislike	abstract	2
lawyer	expend	abstract	2
lawyer	wish	abstract	2
lawyer	conclude	abstract	2
lawyer	improve	abstract	2
lawyer	denounce	abstract	2
lawyer	perturb	abstract	2
lawyer	impose	abstract	2
lawyer	prohibit	abstract	2
lawyer	overrule	abstract	2
lawyer	remain	abstract	2
lawyer	bother	abstract	2
lawyer	declare	abstract	2
lawyer	empower	abstract	2
lawyer	assert	abstract	2
lawyer	admire	abstract	2
lawyer	confuse	abstract	2
lawyer	forget	abstract	2
lawyer	clarify	abstract	2
lawyer	promise	abstract	2
lawyer	verify	abstract	2
lawyer	depict	abstract	2
lawyer	stay	abstract	2
lawyer	suppose	abstract	1
lawyer	justify	abstract	1
lawyer	accustom	abstract	1
lawyer	acquaint	abstract	1
lawyer	aspire	abstract	1
lawyer	await	abstract	1
lawyer	prefer	abstract	1
lawyer	preclude	abstract	1
lawyer	offend	abstract	1
lawyer	regain	abstract	1
lawyer	wonder	abstract	1
lawyer	abhor	abstract	1
lawyer	confide	abstract	1
lawyer	compel	abstract	1
lawyer	prove	abstract	1
lawyer	entail	abstract	1
lawyer	occur	abstract	1
lawyer	evaluate	abstract	1
lawyer	encroach	abstract	1
lawyer	imply	abstract	1
lawyer	redirect	abstract	1
lawyer	violate	abstract	1
lawyer	attest	abstract	1
lawyer	decide	abstract	1
lawyer	lead	concrete	140
lawyer	call	concrete	96
lawyer	speak	concrete	28
lawyer	write	concrete	24
lawyer	talk	concrete	17
lawyer	show	concrete	16
lawyer	visit	concrete	14
lawyer	kill	concrete	13
lawyer	handle	concrete	8
lawyer	drive	concrete	8
lawyer	catch	concrete	6
lawyer	rise	concrete	6
lawyer	draw	concrete	6
lawyer	shoot	concrete	6
lawyer	raise	concrete	6
lawyer	sound	concrete	6
lawyer	watch	concrete	5
lawyer	cover	concrete	5
lawyer	fight	concrete	5
lawyer	check	concrete	5
lawyer	treat	concrete	4
lawyer	serve	concrete	4
lawyer	stick	concrete	3
lawyer	beat	concrete	3
lawyer	pull	concrete	3
lawyer	pick	concrete	3
lawyer	sign	concrete	2
lawyer	sing	concrete	2
lawyer	sniff	concrete	2
lawyer	squeak	concrete	2
lawyer	resume	concrete	2
lawyer	build	concrete	2
lawyer	launch	concrete	2
lawyer	reach	concrete	2
lawyer	paint	concrete	1
lawyer	seal	concrete	1
lawyer	brush	concrete	1
lawyer	dial	concrete	1
lawyer	kiss	concrete	1
lawyer	salute	concrete	1
lawyer	wrestle	concrete	1
lawyer	cook	concrete	1
lawyer	drop	concrete	1
lawyer	feed	concrete	1
lawyer	roll	concrete	1
lawyer	scratch	concrete	1
lawyer	burn	concrete	1
lawyer	convict	concrete	1
lawyer	float	concrete	1
lawyer	strike	concrete	1
lawyer	switch	concrete	1
lawyer	walk	concrete	1
lawyer	fall	concrete	1
lawyer	peddle	concrete	1
lawyer	throw	concrete	1
lawyer	churn	concrete	1
lawyer	drown	concrete	1
lawyer	dump	concrete	1
lawyer	lift	concrete	1
lawyer	tickle	concrete	1
lawyer	pack	concrete	1
lawyer	bury	concrete	1
lawyer	sift	concrete	1
lawyer	drench	concrete	1
lawyer	squeeze	concrete	1
lawyer	break	concrete	1
lawyer	comb	concrete	0
lawyer	tire	concrete	0
lawyer	smoke	concrete	0
lawyer	nail	concrete	0
lawyer	scissor	concrete	0
lawyer	blinking	concrete	0
lawyer	rake	concrete	0
lawyer	screw	concrete	0
lawyer	firebomb	concrete	0
lawyer	handcuff	concrete	0
lawyer	leaves	concrete	0
lawyer	skating	concrete	0
lawyer	vomit	concrete	0
lawyer	piss	concrete	0
lawyer	slap	concrete	0
lawyer	buckle	concrete	0
lawyer	spit	concrete	0
lawyer	caulk	concrete	0
lawyer	sandbag	concrete	0
lawyer	whip	concrete	0
lawyer	eave	concrete	0
lawyer	smack	concrete	0
lawyer	snowshoe	concrete	0
lawyer	spout	concrete	0
lawyer	barge	concrete	0
lawyer	legging	concrete	0
lawyer	crochet	concrete	0
lawyer	lock	concrete	0
lawyer	sprout	concrete	0
lawyer	chisel	concrete	0
lawyer	meth	concrete	0
lawyer	stoop	concrete	0
lawyer	drool	concrete	0
lawyer	peel	concrete	0
legacy	inherit	abstract	53
legacy	consider	abstract	44
legacy	bequeath	abstract	31
legacy	ensure	abstract	25
legacy	want	abstract	25
legacy	manage	abstract	23
legacy	need	abstract	17
legacy	develop	abstract	17
legacy	endure	abstract	17
legacy	know	abstract	16
legacy	rely	abstract	16
legacy	become	abstract	13
legacy	suggest	abstract	12
legacy	remain	abstract	12
legacy	define	abstract	11
legacy	enable	abstract	10
legacy	hope	abstract	9
legacy	devise	abstract	9
legacy	exploit	abstract	8
legacy	evolve	abstract	8
legacy	depend	abstract	7
legacy	believe	abstract	6
legacy	intend	abstract	6
legacy	declare	abstract	6
legacy	redirect	abstract	5
legacy	resolve	abstract	5
legacy	reduce	abstract	5
legacy	relate	abstract	5
legacy	wish	abstract	4
legacy	expect	abstract	4
legacy	affect	abstract	4
legacy	forget	abstract	4
legacy	love	abstract	4
legacy	require	abstract	4
legacy	promise	abstract	4
legacy	invoke	abstract	3
legacy	reclaim	abstract	3
legacy	evaluate	abstract	3
legacy	comprise	abstract	3
legacy	explain	abstract	3
legacy	derive	abstract	3
legacy	enrich	abstract	3
legacy	impart	abstract	3
legacy	blame	abstract	3
legacy	solve	abstract	3
legacy	imagine	abstract	2
legacy	endear	abstract	2
legacy	cherish	abstract	2
legacy	assume	abstract	2
legacy	embody	abstract	2
legacy	exceed	abstract	2
legacy	simplify	abstract	2
legacy	impose	abstract	2
legacy	conserve	abstract	2
legacy	confuse	abstract	2
legacy	consist	abstract	2
legacy	engage	abstract	2
legacy	welcome	abstract	2
legacy	dispel	abstract	2
legacy	prefer	abstract	1
legacy	renounce	abstract	1
legacy	forgo	abstract	1
legacy	perceive	abstract	1
legacy	inspire	abstract	1
legacy	seem	abstract	1
legacy	behave	abstract	1
legacy	cope	abstract	1
legacy	fulfill	abstract	1
legacy	tolerate	abstract	1
legacy	wonder	abstract	1
legacy	improve	abstract	1
legacy	conform	abstract	1
legacy	prove	abstract	1
legacy	entail	abstract	1
legacy	imply	abstract	1
legacy	construe	abstract	1
legacy	defer	abstract	1
legacy	vary	abstract	1
legacy	bewilder	abstract	1
legacy	forsake	abstract	1
legacy	utilize	abstract	1
legacy	reassess	abstract	1
legacy	revert	abstract	1
legacy	advise	abstract	1
legacy	haunt	abstract	1
legacy	satisfy	abstract	1
legacy	contend	abstract	1
legacy	conduct	abstract	1
legacy	foresee	abstract	1
legacy	inhibit	abstract	1
legacy	verify	abstract	1
legacy	dominate	abstract	1
legacy	relive	abstract	1
legacy	recall	abstract	1
legacy	would	abstract	0
legacy	idealize	abstract	0
legacy	zing	abstract	0
legacy	avail	abstract	0
legacy	could	abstract	0
legacy	moralize	abstract	0
legacy	tackle	concrete	46
legacy	build	concrete	42
legacy	carry	concrete	21
legacy	wrap	concrete	16
legacy	handle	concrete	14
legacy	call	concrete	13
legacy	switch	concrete	12
legacy	show	concrete	7
legacy	shed	concrete	6
legacy	cover	concrete	6
legacy	reuse	concrete	6
legacy	raise	concrete	6
legacy	launch	concrete	5
legacy	stick	concrete	4
legacy	drive	concrete	4
legacy	treat	concrete	4
legacy	lock	concrete	3
legacy	salute	concrete	3
legacy	hail	concrete	3
legacy	fight	concrete	3
legacy	lead	concrete	3
legacy	swap	concrete	3
legacy	unpack	concrete	3
legacy	break	concrete	3
legacy	push	concrete	2
legacy	stand	concrete	2
legacy	talk	concrete	2
legacy	crumble	concrete	2
legacy	slam	concrete	2
legacy	cast	concrete	2
legacy	bury	concrete	2
legacy	erase	concrete	2
legacy	piss	concrete	1
legacy	tear	concrete	1
legacy	swim	concrete	1
legacy	write	concrete	1
legacy	drop	concrete	1
legacy	weave	concrete	1
legacy	feed	concrete	1
legacy	sniff	concrete	1
legacy	climb	concrete	1
legacy	forge	concrete	1
legacy	draw	concrete	1
legacy	pull	concrete	1
legacy	dump	concrete	1
legacy	visit	concrete	1
legacy	kill	concrete	1
legacy	lift	concrete	1
legacy	steal	concrete	1
legacy	applaud	concrete	1
legacy	weigh	concrete	1
legacy	serve	concrete	1
legacy	hang	concrete	1
legacy	speak	concrete	1
legacy	comb	concrete	0
legacy	tire	concrete	0
legacy	smoke	concrete	0
legacy	nail	concrete	0
legacy	scissor	concrete	0
legacy	blinking	concrete	0
legacy	rake	concrete	0
legacy	screw	concrete	0
legacy	firebomb	concrete	0
legacy	handcuff	concrete	0
legacy	paint	concrete	0
legacy	leaves	concrete	0
legacy	skating	concrete	0
legacy	vomit	concrete	0
legacy	slap	concrete	0
legacy	buckle	concrete	0
legacy	spit	concrete	0
legacy	caulk	concrete	0
legacy	sandbag	concrete	0
legacy	whip	concrete	0
legacy	eave	concrete	0
legacy	smack	concrete	0
legacy	snowshoe	concrete	0
legacy	spout	concrete	0
legacy	barge	concrete	0
legacy	legging	concrete	0
legacy	crochet	concrete	0
legacy	sprout	concrete	0
legacy	chisel	concrete	0
legacy	meth	concrete	0
legacy	seal	concrete	0
legacy	stoop	concrete	0
legacy	sign	concrete	0
legacy	drool	concrete	0
legacy	peel	concrete	0
legacy	watch	concrete	0
legacy	drawing	concrete	0
legacy	puke	concrete	0
legacy	sail	concrete	0
legacy	skate	concrete	0
legacy	brush	concrete	0
legacy	step	concrete	0
legacy	swing	concrete	0
legacy	weep	concrete	0
legacy	clamp	concrete	0
legacy	dial	concrete	0
letter	consider	abstract	423
letter	need	abstract	263
letter	require	abstract	215
letter	welcome	abstract	213
letter	know	abstract	171
letter	comprise	abstract	139
letter	want	abstract	137
letter	confirm	abstract	109
letter	suggest	abstract	103
letter	consist	abstract	101
letter	hope	abstract	89
letter	conclude	abstract	74
letter	expect	abstract	74
letter	ensure	abstract	43
letter	love	abstract	42
letter	believe	abstract	41
letter	await	abstract	36
letter	omit	abstract	33
letter	advise	abstract	32
letter	explain	abstract	30
letter	convey	abstract	25
letter	remain	abstract	25
letter	confuse	abstract	24
letter	forget	abstract	23
letter	approve	abstract	22
letter	relate	abstract	22
letter	violate	abstract	21
letter	improve	abstract	19
letter	enable	abstract	19
letter	recall	abstract	18
letter	decide	abstract	16
letter	denote	abstract	16
letter	imagine	abstract	14
letter	intend	abstract	14
letter	prefer	abstract	13
letter	become	abstract	12
letter	seem	abstract	12
letter	develop	abstract	12
letter	affect	abstract	12
letter	hate	abstract	12
letter	evaluate	abstract	11
letter	misread	abstract	11
letter	verify	abstract	11
letter	define	abstract	11
letter	suppose	abstract	10
letter	elicit	abstract	10
letter	exceed	abstract	10
letter	wish	abstract	10
letter	inspire	abstract	9
letter	annoy	abstract	9
letter	offend	abstract	8
letter	qualify	abstract	8
letter	vary	abstract	8
letter	solve	abstract	8
letter	depict	abstract	8
letter	happen	abstract	7
letter	prove	abstract	7
letter	reduce	abstract	7
letter	admire	abstract	7
letter	conduct	abstract	7
letter	promise	abstract	7
letter	render	abstract	7
letter	assume	abstract	6
letter	simplify	abstract	6
letter	devote	abstract	6
letter	predict	abstract	6
letter	trust	abstract	6
letter	engage	abstract	6
letter	dominate	abstract	6
letter	flatter	abstract	6
letter	deserve	abstract	5
letter	perceive	abstract	5
letter	redirect	abstract	5
letter	impress	abstract	5
letter	insist	abstract	5
letter	reckon	abstract	4
letter	occur	abstract	4
letter	imply	abstract	4
letter	agreed	abstract	4
letter	infringe	abstract	4
letter	condemn	abstract	4
letter	declare	abstract	4
letter	devise	abstract	4
letter	jilt	abstract	4
letter	manage	abstract	4
letter	clarify	abstract	4
letter	justify	abstract	3
letter	implore	abstract	3
letter	pervade	abstract	3
letter	doubt	abstract	3
letter	wonder	abstract	3
letter	convince	abstract	3
letter	defer	abstract	3
letter	astound	abstract	3
letter	derive	abstract	3
letter	renew	abstract	3
letter	pretend	abstract	3
letter	differ	abstract	2
letter	exploit	abstract	2
letter	dislike	abstract	2
letter	write	concrete	9562
letter	cover	concrete	6619
letter	sign	concrete	1051
letter	carry	concrete	237
letter	show	concrete	210
letter	draw	concrete	86
letter	forge	concrete	83
letter	call	concrete	71
letter	drop	concrete	69
letter	check	concrete	60
letter	sound	concrete	60
letter	raise	concrete	58
letter	burn	concrete	56
letter	treat	concrete	54
letter	resume	concrete	50
letter	dance	concrete	47
letter	handle	concrete	45
letter	steal	concrete	43
letter	fold	concrete	40
letter	throw	concrete	39
letter	pick	concrete	35
letter	carve	concrete	35
letter	seal	concrete	34
letter	blend	concrete	22
letter	reach	concrete	21
letter	watch	concrete	18
letter	drive	concrete	18
letter	swap	concrete	18
letter	serve	concrete	18
letter	juggle	concrete	17
letter	talk	concrete	16
letter	build	concrete	16
letter	speak	concrete	16
letter	lead	concrete	15
letter	slip	concrete	15
letter	paint	concrete	14
letter	engrave	concrete	14
letter	catch	concrete	13
letter	kill	concrete	13
letter	touch	concrete	12
letter	stick	concrete	11
letter	fall	concrete	11
letter	pull	concrete	11
letter	notarize	concrete	11
letter	push	concrete	10
letter	switch	concrete	10
letter	tear	concrete	9
letter	skip	concrete	9
letter	stand	concrete	8
letter	click	concrete	8
letter	snatch	concrete	8
letter	launch	concrete	8
letter	cross	concrete	7
letter	scratch	concrete	7
letter	shove	concrete	7
letter	toss	concrete	7
letter	visit	concrete	7
letter	spin	concrete	6
letter	swallow	concrete	6
letter	erase	concrete	6
letter	squeeze	concrete	6
letter	break	concrete	6
letter	brush	concrete	5
letter	slide	concrete	5
letter	scribble	concrete	5
letter	seize	concrete	5
letter	recite	concrete	5
letter	crumple	concrete	5
letter	chisel	concrete	4
letter	knock	concrete	4
letter	drag	concrete	4
letter	pack	concrete	4
letter	sing	concrete	3
letter	tackle	concrete	3
letter	wrap	concrete	3
letter	etch	concrete	3
letter	slam	concrete	3
letter	lift	concrete	3
letter	tuck	concrete	3
letter	reuse	concrete	3
letter	weigh	concrete	3
letter	furnish	concrete	3
letter	crank	concrete	2
letter	kiss	concrete	2
letter	stitch	concrete	2
letter	texting	concrete	2
letter	fight	concrete	2
letter	feed	concrete	2
letter	shout	concrete	2
letter	roll	concrete	2
letter	pour	concrete	2
letter	climb	concrete	2
letter	strike	concrete	2
letter	walk	concrete	2
letter	secrete	concrete	2
letter	beat	concrete	2
letter	flip	concrete	2
letter	shoot	concrete	2
letter	chew	concrete	2
letter	dump	concrete	2
liberty	deserve	abstract	55
liberty	infringe	abstract	51
liberty	remain	abstract	38
liberty	believe	abstract	27
liberty	love	abstract	26
liberty	want	abstract	25
liberty	regain	abstract	22
liberty	conceive	abstract	22
liberty	know	abstract	21
liberty	promise	abstract	19
liberty	ensure	abstract	15
liberty	endanger	abstract	15
liberty	reduce	abstract	14
liberty	violate	abstract	13
liberty	define	abstract	12
liberty	maximize	abstract	11
liberty	affect	abstract	11
liberty	prefer	abstract	10
liberty	assert	abstract	9
liberty	consider	abstract	8
liberty	need	abstract	8
liberty	regulate	abstract	8
liberty	confuse	abstract	8
liberty	confirm	abstract	7
liberty	relate	abstract	6
liberty	despise	abstract	6
liberty	declare	abstract	5
liberty	forget	abstract	5
liberty	impair	abstract	4
liberty	imply	abstract	4
liberty	expect	abstract	4
liberty	forgive	abstract	4
liberty	explain	abstract	4
liberty	strive	abstract	4
liberty	betray	abstract	4
liberty	suppose	abstract	3
liberty	justify	abstract	3
liberty	renounce	abstract	3
liberty	cherish	abstract	3
liberty	signify	abstract	3
liberty	embody	abstract	3
liberty	tolerate	abstract	3
liberty	stay	abstract	3
liberty	belong	abstract	2
liberty	imagine	abstract	2
liberty	pertain	abstract	2
liberty	oppress	abstract	2
liberty	assume	abstract	2
liberty	allege	abstract	2
liberty	yearn	abstract	2
liberty	improve	abstract	2
liberty	alienate	abstract	2
liberty	subvert	abstract	2
liberty	equate	abstract	2
liberty	impose	abstract	2
liberty	prohibit	abstract	2
liberty	forbid	abstract	2
liberty	forsake	abstract	2
liberty	satisfy	abstract	2
liberty	contend	abstract	2
liberty	commit	abstract	2
liberty	hope	abstract	1
liberty	redefine	abstract	1
liberty	aspire	abstract	1
liberty	become	abstract	1
liberty	preclude	abstract	1
liberty	offend	abstract	1
liberty	envy	abstract	1
liberty	dislike	abstract	1
liberty	perceive	abstract	1
liberty	expend	abstract	1
liberty	inspire	abstract	1
liberty	seem	abstract	1
liberty	wish	abstract	1
liberty	conclude	abstract	1
liberty	suggest	abstract	1
liberty	afford	abstract	1
liberty	prove	abstract	1
liberty	occur	abstract	1
liberty	approve	abstract	1
liberty	defer	abstract	1
liberty	condemn	abstract	1
liberty	evolve	abstract	1
liberty	overrule	abstract	1
liberty	excite	abstract	1
liberty	derive	abstract	1
liberty	enable	abstract	1
liberty	realize	abstract	1
liberty	denote	abstract	1
liberty	inherit	abstract	1
liberty	prolong	abstract	1
liberty	trust	abstract	1
liberty	bestow	abstract	1
liberty	fathom	abstract	1
liberty	renew	abstract	1
liberty	require	abstract	1
liberty	abdicate	abstract	1
liberty	deem	abstract	1
liberty	inhibit	abstract	1
liberty	pretend	abstract	1
liberty	fight	concrete	36
liberty	call	concrete	36
liberty	stand	concrete	15
liberty	speak	concrete	12
liberty	talk	concrete	10
liberty	lead	concrete	8
liberty	walk	concrete	8
liberty	build	concrete	8
liberty	cover	concrete	6
liberty	strike	concrete	5
liberty	show	concrete	5
liberty	raise	concrete	5
liberty	check	concrete	4
liberty	sing	concrete	3
liberty	touch	concrete	3
liberty	bleed	concrete	2
liberty	write	concrete	2
liberty	shout	concrete	2
liberty	visit	concrete	2
liberty	kill	concrete	2
liberty	steal	concrete	2
liberty	serve	concrete	2
liberty	hang	concrete	2
liberty	sign	concrete	1
liberty	kiss	concrete	1
liberty	swim	concrete	1
liberty	strangle	concrete	1
liberty	kick	concrete	1
liberty	push	concrete	1
liberty	feed	concrete	1
liberty	burn	concrete	1
liberty	catch	concrete	1
liberty	breathe	concrete	1
liberty	stab	concrete	1
liberty	corrode	concrete	1
liberty	fall	concrete	1
liberty	throw	concrete	1
liberty	resume	concrete	1
liberty	beat	concrete	1
liberty	choke	concrete	1
liberty	drown	concrete	1
liberty	trim	concrete	1
liberty	mutilate	concrete	1
liberty	treat	concrete	1
liberty	pivot	concrete	1
liberty	reach	concrete	1
liberty	comb	concrete	0
liberty	tire	concrete	0
liberty	smoke	concrete	0
liberty	nail	concrete	0
liberty	scissor	concrete	0
liberty	blinking	concrete	0
liberty	rake	concrete	0
liberty	screw	concrete	0
liberty	firebomb	concrete	0
liberty	handcuff	concrete	0
liberty	paint	concrete	0
liberty	leaves	concrete	0
liberty	skating	concrete	0
liberty	vomit	concrete	0
liberty	piss	concrete	0
liberty	slap	concrete	0
liberty	buckle	concrete	0
liberty	spit	concrete	0
liberty	caulk	concrete	0
liberty	sandbag	concrete	0
liberty	whip	concrete	0
liberty	eave	concrete	0
liberty	smack	concrete	0
liberty	snowshoe	concrete	0
liberty	spout	concrete	0
liberty	barge	concrete	0
liberty	legging	concrete	0
liberty	crochet	concrete	0
liberty	lock	concrete	0
liberty	sprout	concrete	0
liberty	chisel	concrete	0
liberty	meth	concrete	0
liberty	seal	concrete	0
liberty	stoop	concrete	0
liberty	drool	concrete	0
liberty	peel	concrete	0
liberty	watch	concrete	0
liberty	drawing	concrete	0
liberty	puke	concrete	0
liberty	sail	concrete	0
liberty	stick	concrete	0
liberty	handle	concrete	0
liberty	skate	concrete	0
liberty	tear	concrete	0
liberty	shed	concrete	0
liberty	brush	concrete	0
liberty	step	concrete	0
liberty	swing	concrete	0
liberty	weep	concrete	0
liberty	clamp	concrete	0
liberty	dial	concrete	0
liberty	dunk	concrete	0
liberty	honk	concrete	0
liberty	jump	concrete	0
library	develop	abstract	316
library	improve	abstract	197
library	need	abstract	185
library	enable	abstract	185
library	require	abstract	122
library	manage	abstract	112
library	ensure	abstract	79
library	renew	abstract	79
library	know	abstract	77
library	become	abstract	66
library	love	abstract	61
library	relate	abstract	60
library	affect	abstract	58
library	want	abstract	50
library	suggest	abstract	39
library	comprise	abstract	36
library	expect	abstract	36
library	define	abstract	36
library	believe	abstract	33
library	vary	abstract	29
library	consider	abstract	28
library	evaluate	abstract	28
library	bequeath	abstract	25
library	happen	abstract	20
library	enrich	abstract	20
library	evolve	abstract	19
library	conduct	abstract	18
library	reduce	abstract	17
library	forget	abstract	17
library	welcome	abstract	17
library	hope	abstract	16
library	advise	abstract	15
library	remain	abstract	14
library	imagine	abstract	13
